0361,6 2
0362,\times 6
0363,+ x
0364,- \times
0365,\downarrow \rightarrow
0366,. +
0367,\rightarrow \leftrightarrow
0368,\uparrow x
0369,\uparrow 8
0370,1 4
0371,\leftarrow \downarrow
0372,\uparrow \leftrightarrow
0373,4 \rightarrow
0374,7 2
0375,0 -
0376,. \uparrow
0377,. \uparrow
0378,. \div
0379,z \rightarrow
0380,\leftrightarrow -
0381,1 \leftrightarrow
0382,. x
0383,7 \div
0384,0 2
0385,\times \leftarrow
0386,\downarrow x
0387,- 0
0388,2 5
0389,- y
0390,5 \downarrow
0391,1 4
0392,y 3
0393,4 \leftrightarrow
0394,\updownarrow 6
0395,y \uparrow
0396,3 x
0397,\downarrow \rightarrow
0398,\times 1
0399,+ \leftrightarrow
0400,\times \rightarrow
0401,9 6
0402,x 2
0403,\updownarrow \downarrow
0404,\leftrightarrow 9
0405,\div \uparrow
0406,\updownarrow .
0407,y 0
0408,x 5
0409,0 5
0410,8 0
0411,\rightarrow 1
0412,\rightarrow 0
0413,\leftarrow \times
0414,5 +
0415,9 \uparrow
0416,\downarrow \updownarrow
0417,\updownarrow 6
0418,4 \times
0419,6 \div
0420,\downarrow .
0421,\times 0
0422,\updownarrow 8
0423,7 9
0424,\uparrow 5
0425,\downarrow \leftrightarrow
0426,9 0
0427,6 -
0428,1 \rightarrow
0429,z 9
0430,y 8
0431,. 1
0432,7 \rightarrow
0433,9 \downarrow
0434,\leftarrow y
0435,\uparrow 2
0436,\leftarrow z
0437,2 1
0438,6 9
0439,y 2
0440,5 z
0441,3 3
0442,\leftarrow -
0443,. \updownarrow
0444,. -
0445,- \times
0446,+ y
0447,1 \uparrow
0448,1 2
0449,\leftrightarrow \uparrow
0450,+ 6
0451,x \leftarrow
0452,\downarrow 4
0453,5 0
0454,4 3
0455,- 0
0456,8 4
0457,1 \downarrow
0458,4 x
0459,\div \downarrow
0460,\div 6
0461,9 9
0462,4 7
0463,\uparrow y
0464,7 \times
0465,x \leftarrow
0466,9 4
0467,+ 3
0468,\leftarrow z
0469,9 \times
0470,6 \rightarrow
0471,1 z
0472,\updownarrow \leftarrow
0473,z \leftrightarrow
0474,5 8
0475,- .
0476,2 -
0477,\leftrightarrow 4
0478,y 4
0479,\div +
0480,8 2
0481,9 1
0482,y 2
0483,\times z
0484,0 z
0485,+ 2
0486,\leftarrow \leftarrow
0487,\div 2
0488,8 \updownarrow
0489,- \div
0490,8 \leftrightarrow
0491,7 7
0492,- y
0493,\leftrightarrow -
0494,. \downarrow
0495,2 \uparrow
0496,4 y
0497,1 \rightarrow
0498,\uparrow \div
0499,6 \leftrightarrow
0500,4 7
0501,\rightarrow .
0502,7 0
0503,7 3
0504,9 5
0505,\downarrow -
0506,2 7
0507,8 3
0508,3 9
0509,z y
0510,\leftarrow \leftrightarrow
0511,7 y
0512,1 3
0513,+ 7
0514,\updownarrow 1
0515,\rightarrow 8
0516,+ 3
0517,+ \updownarrow
0518,4 +
0519,\leftrightarrow 8
0520,- 8
0521,z 4
0522,\updownarrow 6
0523,\leftrightarrow 5
0524,8 2 \updownarrow
0525,2 x 4
0526,5 8 \leftarrow
0527,0 \rightarrow 9
0528,\uparrow \downarrow \leftrightarrow
0529,9 4 6
0530,\rightarrow \uparrow x
0531,. 1 \leftrightarrow
0532,\uparrow 0 8
0533,5 3 4
0534,5 \div z
0535,\div 7 6
0536,1 2 \downarrow
0537,. 7 \rightarrow
0538,\leftarrow 5 y
0539,\downarrow 3 +
0540,1 \div \updownarrow
0541,z 1 \times
0542,+ 6 \updownarrow
0543,\rightarrow \updownarrow 0
0544,\leftarrow x \rightarrow
0545,7 y 9
0546,0 + 6
0547,. \times x
0548,. 5 1
0549,\uparrow 4 \downarrow
0550,8 \updownarrow 6
0551,7 \leftarrow 5
0552,8 z \rightarrow
0553,\leftrightarrow + \updownarrow
0554,y \uparrow \leftrightarrow
0555,5 \leftarrow +
0556,1 4 .
0557,- \downarrow \rightarrow
0558,\div 6 6
0559,\rightarrow 2 +
0560,\uparrow y 3
0561,. 2 9
0562,7 1 \leftrightarrow
0563,\leftarrow \updownarrow \updownarrow
0564,- \leftarrow 9
0565,+ 7 1
0566,\updownarrow 1 4
0567,+ \updownarrow 9
0568,3 . y
0569,\uparrow \leftrightarrow 2
0570,\downarrow \rightarrow \downarrow
0571,\uparrow \leftrightarrow 4
0572,3 - \rightarrow
0573,8 . \leftrightarrow
0574,z 2 8
0575,\leftarrow 0 \downarrow
0576,0 y 1
0577,9 z 1
0578,\leftarrow - y
0579,4 9 x
0580,\uparrow 2 9
0581,7 \times 2
0582,- y 7
0583,8 \leftarrow \div
0584,y 3 1
0585,\rightarrow - \uparrow
0586,6 z \uparrow
0587,x 4 \uparrow
0588,\downarrow . \updownarrow
0589,\rightarrow \leftrightarrow \uparrow
0590,8 2 1
0591,\div 3 4
0592,1 4 7
0593,\times 7 0
0594,x x +
0595,1 x \uparrow
0596,\updownarrow 3 z
0597,3 x -
0598,\updownarrow \div 3
0599,6 1 \div
0600,\leftarrow z z
0601,9 \rightarrow +
0602,\downarrow 9 \updownarrow
0603,9 \leftarrow 4
0604,2 \downarrow 5
0605,- 2 \updownarrow
0606,1 \times x
0607,+ . +
0608,- \div 1
0609,\leftrightarrow \updownarrow \leftarrow
0610,- 9 5
0611,\times 3 \div
0612,. 1 \times
0613,+ \uparrow 7
0614,8 \times +
0615,x \leftarrow \updownarrow
0616,5 \downarrow 6
0617,\times \leftarrow 2
0618,\rightarrow \times \div
0619,4 \leftarrow \downarrow
0620,1 \leftrightarrow \rightarrow
0621,2 5 y
0622,\rightarrow 2 1
0623,z 3 4
0624,- \updownarrow \times
0625,\leftrightarrow \leftrightarrow 2
0626,+ \downarrow 0
0627,\times \leftarrow y
0628,\leftrightarrow . -
0629,y 7 x
0630,6 \leftrightarrow 4
0631,\leftarrow 9 y
0632,\div 9 7
0633,. 1 \times
0634,5 z \downarrow
0635,2 7 2
0636,1 \leftarrow \leftrightarrow
0637,6 \uparrow .
0638,x - \downarrow
0639,3 8 x
0640,+ \leftarrow \rightarrow
0641,\uparrow 7 \updownarrow
0642,7 7 9
0643,5 7 z
0644,x \updownarrow \uparrow
0645,2 - 3
0646,\updownarrow 4 6
0647,8 - x
0648,\div \rightarrow .
0649,7 \downarrow 9
0650,\times . 6
0651,x \uparrow +
0652,7 \rightarrow \leftrightarrow
0653,\div y -
0654,5 2 x
0655,- \updownarrow +
0656,- \leftarrow \leftarrow
0657,x \leftrightarrow +
0658,3 \leftrightarrow \leftrightarrow
0659,\leftrightarrow 6 x
0660,. \updownarrow 1
0661,\leftarrow - .
0662,\leftarrow 9 \rightarrow
0663,5 y \times
0664,. z 3
0665,x \times 4
0666,y 9 z
0667,4 . 1
0668,\leftarrow . \rightarrow
0669,\div x y
0670,\updownarrow z 4
0671,0 1 -
0672,\downarrow \downarrow y
0673,\div \leftrightarrow \uparrow
0674,7 9 z
0675,\updownarrow + \downarrow
0676,\uparrow \times .
0677,7 \downarrow 0
0678,x \leftarrow 4
0679,z \times \div
0680,\uparrow z \downarrow
0681,8 3 8
0682,3 . \rightarrow
0683,3 5 -
0684,7 0 \rightarrow
0685,2 + x
0686,\div x .
0687,4 \updownarrow 6
0688,z 8 4
0689,. 7 -
0690,x \downarrow \rightarrow
0691,\uparrow x y
0692,\leftrightarrow \div z
0693,y \times \leftarrow
0694,\updownarrow 1 \updownarrow
0695,\leftarrow \div \updownarrow
0696,. 7 5
0697,\leftrightarrow . .
0698,. z x
0699,3 \leftrightarrow y
0700,1 \downarrow \leftarrow
0701,+ \leftarrow 3
0702,9 \leftrightarrow 2
0703,\times \leftarrow 1
0704,\times 4 \downarrow
0705,\div 0 .
0706,5 . 3
0707,\leftarrow y 3
0708,y 4 \updownarrow
0709,\times 8 z
0710,\leftarrow x \leftarrow
0711,5 \uparrow y
0712,7 0 \div
0713,\times 7 9
0714,4 8 4
0715,\updownarrow \leftarrow 3
0716,3 \updownarrow 8
0717,2 1 3
0718,1 6 7
0719,8 - -
0720,+ z 6
0721,\rightarrow \leftrightarrow 8
0722,\times - \times
0723,\uparrow z 7
0724,\downarrow z \leftrightarrow
0725,2 + 1
0726,\div \leftrightarrow .
0727,z 7 0
0728,z x -
0729,2 3 9
0730,\rightarrow \div -
0731,\uparrow \uparrow 1
0732,x 1 3
0733,\leftarrow \div 4
0734,3 0 0
0735,\uparrow 3 z
0736,6 3 +
0737,0 1 -
0738,\times \div +
0739,7 . 1
0740,- 8 9
0741,7 \rightarrow 1
0742,4 0 \updownarrow
0743,\leftrightarrow y \downarrow
0744,\times 3 \rightarrow
0745,- \updownarrow 6
0746,\downarrow 5 1
0747,0 y \div
0748,5 \leftrightarrow z
0749,\rightarrow y \leftrightarrow
0750,4 . 5
0751,- 4 \div
0752,\times 2 5
0753,\rightarrow \leftrightarrow \rightarrow
0754,\leftrightarrow - \times
0755,\leftrightarrow \leftarrow +
0756,z \leftrightarrow 0
0757,\uparrow \div \uparrow
0758,+ - \times
0759,\updownarrow 9 5
0760,\updownarrow \leftarrow \div
0761,8 0 3
0762,3 0 \downarrow
0763,\uparrow 5 3
0764,\updownarrow \updownarrow \downarrow
0765,x x \leftarrow
0766,y z y
0767,\times 7 \times
0768,3 7 x
0769,6 2 1
0770,x \leftrightarrow 8
0771,\rightarrow 7 3
0772,+ \leftarrow 2
0773,\leftarrow 7 y
0774,\leftarrow 1 0
0775,0 y \rightarrow
0776,\div 2 \leftarrow
0777,0 2 \times
0778,1 \times 2
0779,\downarrow . z
0780,\leftarrow 0 \downarrow
0781,\rightarrow 1 -
0782,x \updownarrow 1
0783,7 \uparrow 6
0784,\div \leftarrow 6
0785,1 8 \leftarrow
0786,. 3 7
0787,6 \times y
0788,\updownarrow \downarrow \div
0789,3 2 y
0790,\uparrow 1 \times
0791,3 \downarrow x
0792,4 \uparrow \leftarrow
0793,9 \div 8
0794,1 9 5
0795,\leftarrow y \leftarrow
0796,3 \leftrightarrow y
0797,9 5 .
0798,\rightarrow \times \leftrightarrow
0799,\div \leftarrow \leftarrow
0800,\rightarrow \times \leftrightarrow
0801,\rightarrow 7 \uparrow
0802,\updownarrow \downarrow \times
0803,\updownarrow 7 \downarrow
0804,z 4 2
0805,y 8 -
0806,\updownarrow z .
0807,9 9 9
0808,1 0 \uparrow
0809,\div \leftarrow y
0810,. - -
0811,5 . y
0812,z 4 2
0813,0 x \uparrow
0814,+ + +
0815,x \updownarrow \leftrightarrow
0816,\leftrightarrow \rightarrow 4
0817,\rightarrow \downarrow z
0818,6 8 4
0819,\times . +
0820,z 0 \div
0821,\updownarrow \leftrightarrow -
0822,+ 0 3
0823,x \div z
0824,. 0 5
0825,4 6 \downarrow
0826,+ 5 9
0827,8 4 .
0828,+ y 4
0829,6 \uparrow z
0830,8 \updownarrow x
0831,3 6 \downarrow
0832,. 9 \times
0833,\leftarrow 4 .
0834,9 9 3
0835,6 z 4
0836,\leftrightarrow \downarrow 2
0837,5 \div +
0838,\leftrightarrow - 4
0839,\updownarrow 9 7
0840,\div 3 \leftrightarrow
0841,\rightarrow \times 8
0842,0 1 \rightarrow
0843,\times . \leftarrow
0844,y 1 0
0845,- \rightarrow +
0846,x 1 y
0847,+ - \leftrightarrow
0848,\div \updownarrow \leftarrow
0849,+ . \updownarrow
0850,6 8 x
0851,\downarrow 4 \uparrow
0852,7 z y
0853,\uparrow + \uparrow
0854,. \uparrow -
0855,0 \times 2
0856,1 8 \uparrow
0857,1 3 9
0858,x \leftarrow 2
0859,3 8 2
0860,0 3 \times
0861,1 6 6
0862,1 \times 6
0863,z \times +
0864,0 9 1
0865,8 0 8
0866,9 y x
0867,1 . \updownarrow
0868,3 5 0
0869,2 2 x
0870,x 2 \updownarrow
0871,\downarrow \div -
0872,2 2 \leftarrow
0873,1 \leftrightarrow 6
0874,3 + \leftrightarrow
0875,6 y 3
0876,9 6 1
0877,z 3 9
0878,- 7 \uparrow
0879,x \times y
0880,\downarrow x 7
0881,x x \uparrow
0882,8 \downarrow \rightarrow
0883,4 - 6
0884,8 1 6
0885,5 \leftarrow 6
0886,\leftrightarrow z \rightarrow
0887,. \updownarrow 4
0888,y \leftrightarrow \updownarrow
0889,\updownarrow z 0
0890,z \downarrow 7
0891,\div \div \uparrow
0892,x 3 7
0893,\updownarrow 1 6
0894,x \downarrow \downarrow
0895,\uparrow 9 \times
0896,2 8 \div
0897,\leftarrow \updownarrow 1
0898,. y 9
0899,\downarrow 6 \leftarrow
0900,3 + \times
0901,\updownarrow 2 y
0902,5 \downarrow z
0903,1 \downarrow 8
0904,\uparrow \uparrow \leftarrow
0905,\times 3 6
0906,\div 4 y
0907,- 4 \leftrightarrow
0908,7 5 \uparrow
0909,+ 8 -
0910,\leftarrow \div z
0911,x 7 7
0912,. \times 8
0913,. z -
0914,y 9 \rightarrow
0915,1 4 \times
0916,x z \div
0917,6 . y
0918,\times 5 1
0919,\uparrow + +
0920,\downarrow x z
0921,x y \div
0922,. \downarrow 6
0923,5 6 \updownarrow
0924,\updownarrow \leftrightarrow \leftarrow
0925,\div \times \updownarrow
0926,\uparrow \leftarrow y
0927,y \times 9
0928,2 \uparrow z
0929,6 x 6
0930,0 \leftrightarrow \leftarrow
0931,. \uparrow 3
0932,6 \times 9
0933,\uparrow \uparrow 7
0934,8 - 3
0935,4 \leftarrow +
0936,8 \leftrightarrow 5
0937,\times \leftrightarrow y
0938,2 7 x
0939,z y 4
0940,- 2 3
0941,\leftrightarrow 8 \updownarrow
0942,2 . 9
0943,\times 9 y
0944,4 . 5
0945,\leftarrow \updownarrow \leftarrow
0946,7 9 .
0947,. \leftrightarrow 4
0948,\leftrightarrow 1 \rightarrow
0949,x \downarrow \times
0950,\leftarrow 3 2
0951,+ 7 .
0952,\leftarrow 1 1
0953,\leftrightarrow y 0
0954,\downarrow 8 .
0955,1 \rightarrow 1
0956,- \rightarrow 6
0957,4 \div \rightarrow
0958,3 \div \times
0959,4 5 z
0960,\rightarrow 1 \uparrow
0961,\rightarrow \updownarrow 5
0962,\leftrightarrow 1 \rightarrow
0963,\leftrightarrow \times 5
0964,5 + 6
0965,\rightarrow 2 7
0966,\updownarrow + .
0967,9 7 2
0968,x 7 \uparrow
0969,\times \updownarrow \div
0970,2 \leftarrow \rightarrow
0971,+ 4 4
0972,\rightarrow 1 x
0973,. 2 \div
0974,y + \leftrightarrow
0975,x 7 +
0976,z \div 5
0977,1 - 2
0978,\leftrightarrow . y
0979,8 y 8
0980,\updownarrow \downarrow 8
0981,. 2 z
0982,8 \updownarrow \downarrow
0983,8 5 \div
0984,\leftrightarrow . 4
0985,+ \leftarrow \rightarrow
0986,\leftarrow \updownarrow .
0987,\leftarrow 2 \uparrow
0988,- 1 .
0989,\downarrow y 6
0990,. 0 7
0991,\div 3 \uparrow
0992,\uparrow x 7
0993,4 . \div
0994,4 \div \rightarrow
0995,2 4 \leftarrow
0996,z 0 0
0997,1 \rightarrow 7
0998,1 1 x
0999,\leftrightarrow x \rightarrow
1000,1 3 8
1001,- 1 \div
1002,2 z \rightarrow
1003,\times 2 3
1004,\downarrow \updownarrow x
1005,8 - .
1006,7 7 5
1007,\uparrow 2 \updownarrow
1008,3 4 +
1009,+ \leftrightarrow \leftarrow
1010,6 9 4
1011,\downarrow 0 \rightarrow
1012,9 6 7
1013,- y 1
1014,z 6 \downarrow
1015,8 \downarrow \leftarrow
1016,. 7 \leftrightarrow
1017,7 \updownarrow \rightarrow
1018,4 - \leftrightarrow
1019,+ z y
1020,1 0 \times
1021,\leftrightarrow \times 0
1022,5 + 7
1023,+ \updownarrow 4
1024,0 - 4 8
1025,\leftrightarrow 4 9 1
1026,6 . - 5
1027,\uparrow z \leftarrow x
1028,2 \leftarrow \downarrow .
1029,\updownarrow \div 0 x
1030,\leftarrow \div \downarrow 5
1031,+ + \updownarrow +
1032,\leftarrow 4 \uparrow .
1033,9 4 5 3
1034,+ \downarrow 3 x
1035,\rightarrow 7 8 0
1036,x 8 z \rightarrow
1037,2 x \leftrightarrow 7
1038,1 5 5 1
1039,- 5 z \uparrow
1040,6 x 4 2
1041,\leftrightarrow . \times +
1042,\rightarrow - \div \uparrow
1043,3 \leftrightarrow y +
1044,4 1 2 4
1045,5 5 + 7
1046,\times 6 9 0
1047,0 - 1 1
1048,. 3 z 7
1049,5 2 \leftarrow -
1050,. 8 \rightarrow 6
1051,\updownarrow 4 \div y
1052,0 . . 7
1053,5 \updownarrow \downarrow x
1054,7 - 5 8
1055,\leftrightarrow 7 \uparrow 4
1056,\leftarrow 8 y 3
1057,\downarrow \rightarrow z 6
1058,8 1 \downarrow 9
1059,\uparrow 2 \leftrightarrow .
1060,+ . y 9
1061,\rightarrow \times 3 \updownarrow
1062,. \times 6 \updownarrow
1063,3 6 \uparrow 3
1064,\div \downarrow 0 \leftrightarrow
1065,8 \downarrow 4 4
1066,8 9 9 6
1067,0 \div - 8
1068,7 1 3 0
1069,\updownarrow . 4 \uparrow
1070,z y z 9
1071,x z 8 5
1072,x 0 4 x
1073,1 \leftarrow \uparrow y
1074,x 8 \rightarrow \div
1075,- \downarrow \updownarrow \updownarrow
1076,5 y \div 7
1077,\leftrightarrow 9 3 \downarrow
1078,\updownarrow - y \downarrow
1079,3 8 \leftarrow 7
1080,\uparrow x 4 -
1081,z \uparrow \leftrightarrow 3
1082,\times \leftrightarrow \rightarrow 5
1083,\times \downarrow z y
1084,\rightarrow 0 2 .
1085,\updownarrow - \times 1
1086,\downarrow 4 3 \leftarrow
1087,\downarrow y 1 \div
1088,z \downarrow 9 6
1089,9 2 4 6
1090,\downarrow + x \rightarrow
1091,0 3 7 +
1092,6 4 1 5
1093,2 \updownarrow \uparrow \div
1094,\times \div y 3
1095,x \div 9 \leftrightarrow
1096,1 \updownarrow y 4
1097,\leftarrow \leftrightarrow x .
1098,\rightarrow \rightarrow \times 9
1099,\leftrightarrow 6 \leftarrow 0
1100,. 0 \uparrow 9
1101,x 2 6 6
1102,\leftarrow 4 9 \downarrow
1103,\leftrightarrow \leftarrow \updownarrow \updownarrow
1104,\uparrow 0 x +
1105,6 \leftrightarrow 0 \rightarrow
1106,+ 9 \leftarrow 5
1107,\div \downarrow 6 4
1108,\updownarrow - 3 3
1109,. 6 9 4
1110,y . 0 1
1111,9 . . \times
1112,y 6 4 +
1113,\leftrightarrow 3 \rightarrow \leftrightarrow
1114,7 \updownarrow \rightarrow \downarrow
1115,x 8 \rightarrow z
1116,5 y 3 \updownarrow
1117,9 \leftarrow . \uparrow
1118,9 \updownarrow \div 1
1119,5 \updownarrow 8 .
1120,7 \div \leftarrow \downarrow
1121,\times \times 8 \rightarrow
1122,2 8 1 4
1123,\leftarrow \updownarrow 4 \times
1124,7 4 \uparrow 8
1125,9 4 3 .
1126,- 3 - \leftrightarrow
1127,x \times 9 +
1128,0 \leftrightarrow \leftarrow \uparrow
1129,1 . z 1
1130,- \updownarrow 9 \rightarrow
1131,0 \leftarrow 0 9
1132,y \updownarrow \updownarrow .
1133,\leftrightarrow 1 y 4
1134,6 + \downarrow x
1135,\leftarrow y \times -
1136,4 \leftrightarrow \div 8
1137,5 7 . 6
1138,z 5 \uparrow 1
1139,\times 9 \rightarrow 1
1140,\rightarrow 4 z 0
1141,\updownarrow \leftrightarrow 3 8
1142,6 \downarrow + z
1143,y 6 4 x
1144,\uparrow + 6 8
1145,\rightarrow z \div 4
1146,2 0 5 z
1147,9 - \downarrow +
1148,5 \uparrow 8 \updownarrow
1149,y \times 4 \rightarrow
1150,\leftrightarrow 1 3 1
1151,2 4 9 5
1152,0 \uparrow 5 \div
1153,9 + 6 8
1154,2 . 6 \rightarrow
1155,\leftrightarrow + \div 6
1156,\downarrow . 3 4
1157,3 2 \leftarrow \uparrow
1158,0 \times + -
1159,8 \leftarrow \updownarrow 4
1160,z 2 4 \downarrow
1161,0 \rightarrow \times 6
1162,9 5 8 7
1163,\uparrow \downarrow 9 1
1164,6 \uparrow 3 z
1165,9 4 0 1
1166,\times . x \updownarrow
1167,6 2 0 3
1168,+ 0 5 .
1169,3 . + \uparrow
1170,1 \updownarrow \downarrow \leftrightarrow
1171,. \times z \rightarrow
1172,\div z \updownarrow +
1173,2 9 \updownarrow 5
1174,\leftrightarrow 0 3 x
1175,4 \leftarrow 7 \leftrightarrow
1176,3 x 2 y
1177,z x 7 9
1178,\div 6 2 4
1179,3 \leftarrow \rightarrow \leftrightarrow
1180,3 8 9 \uparrow
1181,4 x 8 1
1182,1 7 \downarrow \updownarrow
1183,+ 1 \updownarrow \leftrightarrow
1184,4 3 y \leftarrow
1185,9 - \leftarrow z
1186,5 . 6 6
1187,\div \times 9 x
1188,\div \uparrow . \leftrightarrow
1189,4 \updownarrow 0 \updownarrow
1190,\leftarrow \leftrightarrow x \leftarrow
1191,5 z x \times
1192,\times . 0 x
1193,\updownarrow 6 1 8
1194,\leftrightarrow 2 5 5
1195,- \rightarrow \leftrightarrow 8
1196,5 0 x \updownarrow
1197,4 2 \div 6
1198,6 2 \rightarrow \uparrow
1199,- \uparrow 6 \updownarrow
